Gen Num , Highest Fitness, Average Fitness, Population Size: 300
0 , 0.000000 , 0.000000 , 0
1 , 0.000000 , 0.000000 , 0
2 , 593.750000 , 3.958333 , 2
3 , 593.750000 , 99.198898 , 43
4 , 598.958374 , 136.950424 , 61
5 , 598.958374 , 230.153076 , 109
6 , 598.958374 , 192.343002 , 89
7 , 598.958374 , 188.953171 , 87
8 , 598.958374 , 202.788574 , 95
9 , 598.958374 , 204.905380 , 97
10 , 598.958374 , 232.325470 , 113
11 , 598.958374 , 169.560928 , 81
12 , 598.958374 , 109.992111 , 51
13 , 598.958374 , 36.302528 , 16
14 , 598.958374 , 23.575447 , 11
15 , 598.958374 , 38.747616 , 19
16 , 598.958374 , 216.427338 , 105
17 , 598.958374 , 262.881775 , 121
18 , 598.958374 , 301.544586 , 143
19 , 599.609375 , 176.786072 , 82
20 , 599.609375 , 228.849396 , 109
21 , 599.609375 , 121.201004 , 58
22 , 599.609375 , 174.074966 , 83
23 , 599.609375 , 215.122101 , 102
24 , 599.609375 , 240.388199 , 115
25 , 599.609375 , 213.173477 , 102
